age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45,2.0,1,1.0,0,0.046012805197245675,0,0,1.0,11,8,0.06776859504132231,4,0.0,0,,0
40,1.0,1,2.0,0,0.18924578193581293,0,0,,20,6,0.035371900826446284,3,0.0,0,,0
40,2.0,1,1.0,0,0.05115367578958672,1,0,1.0,8,5,0.016859504132231404,2,0.34288990825688076,4,0.0,0
39,2.0,1,1.0,0,0.05849585911598502,1,1,1.0,9,7,0.09454545454545454,13,0.0,0,,0
48,5.0,1,2.0,0,0.05534153903974443,0,0,,6,6,0.1252892561983471,1,0.0,0,,0
31,4.0,0,2.0,0,0.04229473429886847,1,0,1.0,18,5,0.12429752066115703,1,0.0,0,,0
32,1.0,1,2.0,0,0.04520744687990765,0,0,1.0,2,2,0.03966942148760331,3,0.0,0,,0
34,0.0,1,1.0,0,0.05233486798834915,1,1,,8,5,0.07272727272727272,2,0.0,0,,0
26,4.0,0,1.0,0,0.0505765023288278,0,0,1.0,29,1,0.07801652892561983,1,0.2098623853211009,8,1.0,0
31,1.0,1,2.0,0,0.058026066764204506,1,0,1.0,15,5,0.1259504132231405,3,0.41857798165137616,9,1.0,0
37,1.0,0,2.0,0,0.051301324814432024,1,0,1.0,6,5,0.042644628099173555,1,0.0,0,,0
29,7.0,0,,0,0.08378411028039892,0,0,1.0,11,8,0.0287603305785124,1,0.0,0,,0
57,4.0,1,1.0,0,0.08569012496476558,1,1,1.0,7,5,0.019504132231404958,3,0.0,0,,0
47,1.0,0,2.0,0,0.046522865464893086,1,0,1.0,18,11,0.06214876033057851,2,0.0,0,,0
38,3.0,0,1.0,0,0.05985154561683736,1,0,,21,5,0.0287603305785124,2,0.0,0,,0
48,2.0,1,0.0,0,0.059126723131233135,0,1,1.0,18,11,0.024793388429752067,1,0.19839449541284404,8,0.0,0
50,1.0,1,2.0,0,0.09095179930470731,0,1,1.0,28,10,0.030413223140495868,1,0.0,0,,1
33,6.0,1,1.0,0,0.060012617280304964,1,0,1.0,20,4,0.006942148760330578,2,0.0,0,,0
28,6.0,0,1.0,0,0.04481819035986094,1,0,1.0,7,5,0.07371900826446282,2,0.0,0,,0
30,0.0,0,1.0,0,0.05206641521590314,0,0,1.0,5,2,0.035041322314049585,1,0.0,0,,0
52,4.0,1,1.0,0,0.04720742003463041,0,0,1.0,7,8,0.04297520661157025,2,0.0,0,,0
36,4.0,1,1.0,0,0.05091206829438531,0,0,1.0,20,10,0.06909090909090909,1,0.0,0,,1
36,4.0,0,1.0,0,0.06936819640004832,1,0,1.0,4,2,0.02347107438016529,1,0.31422018348623854,1,0.0,0
46,0.0,1,1.0,0,0.05834821009113972,0,0,1.0,8,8,0.03471074380165289,2,0.0,0,,0
57,1.0,1,2.0,0,0.08809277727815734,0,0,1.0,20,8,0.05223140495867769,3,0.0,0,,0
28,1.0,0,1.0,0,0.06638837062589764,0,0,1.0,5,6,0.08958677685950413,1,0.0,0,,1
46,0.0,1,1.0,0,0.04446920175568113,1,0,1.0,22,6,0.049586776859504134,1,0.143348623853211,1,1.0,0
55,9.0,1,0.0,0,0.08922027892243058,0,0,1.0,14,8,0.20760330578512395,4,0.0,0,,1
33,1.0,1,2.0,0,0.09842820901732863,1,1,1.0,15,4,0.08165289256198346,1,0.0,0,,0
53,1.0,1,1.0,0,0.04535509590475296,0,1,0.0,8,7,0.04528925619834711,1,0.0,0,,0
41,4.0,0,1.0,0,0.04391887357216682,1,1,1.0,3,4,0.049586776859504134,1,0.0,0,,0
60,2.0,1,1.0,0,0.04879129139206185,1,0,1.0,7,5,0.019504132231404958,1,0.0,0,,0
35,5.0,1,0.0,0,0.07994523563442102,0,1,1.0,8,7,0.08429752066115702,1,0.0,0,,0
43,2.0,1,0.0,0,0.04512691104817385,1,0,,9,5,0.031735537190082645,1,0.0,0,,0
57,6.0,1,0.0,0,0.044482624394303436,0,0,,15,5,0.004297520661157025,10,0.0,0,,0
46,6.0,1,1.0,0,0.08605253620756768,1,0,0.0,21,11,0.06214876033057851,9,0.0,0,,0
31,2.0,1,0.0,0,0.04919397055073086,1,0,,19,5,0.03074380165289256,9,0.0,0,,0
53,4.0,1,1.0,0,0.04534167326613066,0,0,1.0,25,8,0.012231404958677685,2,0.0,0,,0
35,2.0,1,1.0,0,0.07062992443054456,1,0,,2,6,0.06479338842975206,3,0.0,0,,0
32,6.0,0,1.0,0,0.05438853169756111,1,0,1.0,20,11,0.0287603305785124,3,0.0,0,,0
48,1.0,1,2.0,0,0.06013342102790566,1,1,1.0,1,6,0.0859504132231405,1,0.0,0,,1
50,6.0,1,1.0,0,0.047569831277432514,1,0,1.0,21,11,0.12991735537190083,2,0.0,0,,0
40,2.0,1,0.0,0,0.05971731923061435,1,0,,21,5,0.027107438016528925,1,0.0,0,,0
42,5.0,1,2.0,0,0.04759667655467712,0,0,1.0,5,2,0.14611570247933883,1,0.0,0,,0
59,6.0,1,1.0,0,0.05543549751010054,0,0,1.0,9,4,0.09917355371900827,1,0.0,0,,0
27,2.0,0,0.0,0,0.05960993812163595,1,0,,30,6,0.027768595041322314,4,0.0,0,,0
32,1.0,0,2.0,0,0.06904605307311311,1,0,1.0,20,4,0.027107438016528925,2,0.0,0,,0
35,4.0,0,1.0,0,0.0505093891357163,1,0,1.0,13,5,0.019504132231404958,1,0.0,0,,0
28,0.0,1,1.0,0,0.04446920175568113,1,0,1.0,5,5,0.10942148760330579,2,0.32339449541284404,8,0.0,0
37,1.0,1,1.0,0,0.05002617414531348,0,0,1.0,29,1,0.09553719008264462,2,0.18692660550458715,4,0.0,0
57,1.0,1,0.0,0,0.058589817586341124,1,0,,13,5,0.07371900826446282,4,0.0,0,,0
42,6.0,0,1.0,0,0.05818713842767211,1,0,,5,5,0.04694214876033058,2,0.0,0,,0
55,6.0,1,0.0,0,0.04907316680313016,1,0,1.0,14,7,0.08991735537190082,3,0.0,0,,0
52,1.0,1,2.0,0,0.07056281123743305,1,0,1.0,15,4,0.07735537190082645,3,0.37155963302752293,2,0.0,0
26,2.0,0,1.0,0,0.04403967731976752,1,1,1.0,31,7,0.003305785123966942,6,0.0,0,,0
52,4.0,1,1.0,0,0.0683749211419981,1,0,,19,5,0.04628099173553719,2,0.0,0,,0
26,1.0,0,2.0,0,0.04916712527348626,0,0,1.0,8,7,0.12,1,0.0,0,,0
33,0.0,1,1.0,0,0.044496047032925735,1,0,1.0,16,7,0.04231404958677686,1,0.0,0,,0
24,2.0,0,0.0,0,0.045959114642756475,1,1,,27,5,0.01256198347107438,4,0.0,0,,0
37,1.0,1,2.0,0,0.04672420504422759,1,0,,5,6,0.07371900826446282,1,0.0,0,,0
28,4.0,0,1.0,0,0.044509469671548035,0,0,0.0,18,5,0.011900826446280991,8,0.4013761467889908,6,0.0,0
30,4.0,0,1.0,0,0.04583831089515577,1,0,,7,5,0.20165289256198346,2,0.0,0,,0
33,2.0,1,0.0,0,0.04446920175568113,1,0,,15,5,0.08793388429752066,1,0.0,0,,0
55,,1,0.0,0,0.04660340129662689,0,0,,4,9,0.0036363636363636364,1,0.0,0,,0
33,2.0,1,1.0,0,0.05969047395336975,1,0,,23,5,0.09917355371900827,2,0.0,0,,0
42,2.0,1,1.0,0,0.04919397055073086,1,0,1.0,11,5,0.024793388429752067,3,0.0,0,,0
37,1.0,1,2.0,0,0.056079784163970955,1,0,1.0,3,6,0.03206611570247934,1,0.0,0,,0
59,2.0,1,0.0,0,0.0468718540690729,1,0,,5,5,0.016859504132231404,3,0.0,0,,0
27,2.0,0,1.0,0,0.044536314948792635,1,0,,19,5,0.06644628099173554,3,0.0,0,,0
23,7.0,1,2.0,1,0.04138199487255204,1,0,1.0,18,5,0.08429752066115702,2,0.0,0,,0
51,1.0,1,2.0,0,0.04446920175568113,0,0,1.0,13,8,0.018512396694214877,2,0.0,0,,0
50,2.0,1,0.0,0,0.0971396357095878,1,0,1.0,20,4,0.039008264462809916,2,0.0,0,,0
43,4.0,1,1.0,0,0.054724097663118615,1,0,1.0,14,7,0.1828099173553719,5,0.0,0,,0
37,2.0,1,0.0,0,0.051328170091676624,1,0,0.0,11,5,0.01256198347107438,1,0.0,0,,0
34,1.0,0,2.0,0,0.10283083448544315,1,0,1.0,28,8,0.12198347107438016,8,0.0,0,,0
41,1.0,1,2.0,0,0.08495187984053905,1,0,1.0,14,7,0.02512396694214876,3,0.0,0,,0
26,7.0,0,1.0,0,0.04821411793130294,0,0,1.0,7,5,0.07768595041322314,3,0.0,0,,0
49,1.0,1,2.0,0,0.06332800902001315,0,0,,8,6,0.008264462809917356,1,0.0,0,,0
29,2.0,0,1.0,0,0.05665695762472987,1,0,,20,6,0.5484297520661157,1,0.0,0,,1
30,1.0,0,2.0,0,0.04664366921249379,1,0,,20,5,0.060165289256198344,4,0.0,0,,0
38,0.0,1,1.0,0,0.05509993154454303,0,0,,6,6,0.14082644628099172,1,0.0,0,,0
58,1.0,1,1.0,0,0.045959114642756475,0,0,0.0,24,3,0.01785123966942149,2,0.0,0,,0
34,7.0,0,,0,0.06166360183084791,0,0,1.0,25,8,0.09090909090909091,1,0.1353211009174312,1,0.0,0
53,0.0,1,,0,0.058052912041449106,1,0,1.0,28,7,0.1084297520661157,2,0.0,0,,0
50,1.0,1,2.0,0,0.0831398236265285,0,0,1.0,5,8,0.16727272727272727,2,0.0034403669724770644,5,1.0,0
30,2.0,0,1.0,0,0.050442275942604795,1,0,1.0,16,4,0.07074380165289257,1,0.3795871559633027,2,0.0,0
40,1.0,1,1.0,0,0.05309995838982027,1,0,1.0,17,4,0.023140495867768594,2,0.2947247706422018,1,0.0,0
57,8.0,0,1.0,0,0.047878551965745426,0,0,1.0,8,10,0.2221487603305785,1,0.0,0,,0
40,1.0,1,2.0,0,0.02820096374545308,1,0,1.0,15,5,0.41487603305785126,2,0.3830275229357798,18,0.0,0
41,4.0,1,1.0,0,0.07299230882806942,1,1,1.0,21,11,0.09289256198347108,3,0.1341743119266055,4,0.0,0
53,4.0,1,,0,0.05291204144910806,1,0,1.0,8,5,0.0971900826446281,1,0.0,0,,0
48,2.0,1,1.0,0,0.041757828753976454,1,1,1.0,30,7,0.07305785123966942,4,0.0,0,,0
32,4.0,0,1.0,0,0.04810673682232453,1,0,1.0,13,5,0.02512396694214876,2,0.3084862385321101,2,1.0,0
34,1.0,1,2.0,0,0.05390531670715829,1,0,1.0,14,4,0.11173553719008264,1,0.0,0,,1
46,2.0,1,1.0,0,0.04156991181326425,1,0,1.0,28,7,0.1322314049586777,3,0.0,0,,0
45,0.0,1,1.0,0,0.04565039395444356,0,1,1.0,7,7,0.1084297520661157,1,0.0,0,,0
51,6.0,0,2.0,0,0.044683963973637934,1,0,1.0,30,1,0.05090909090909091,1,0.0,0,,0
31,1.0,1,1.0,0,0.05072415135367311,1,0,1.0,14,5,0.05289256198347107,1,0.0,0,,0
47,4.0,1,1.0,0,0.04346250385900861,1,0,1.0,4,2,0.017520661157024792,1,0.28440366972477066,1,1.0,0
32,2.0,1,1.0,0,0.0505899249674501,0,0,1.0,12,5,0.038677685950413224,1,0.0,0,,0
41,4.0,1,1.0,0,0.04550274492959826,1,0,1.0,7,5,0.0171900826446281,1,0.0,0,,0
37,0.0,0,1.0,0,0.041194077931839844,0,0,,3,7,0.0575206611570248,1,0.0,0,,0
27,2.0,0,0.0,0,0.06069717185004228,0,0,1.0,29,1,0.09223140495867768,1,0.0,0,,0
27,0.0,1,1.0,0,0.04524771479577455,1,0,1.0,7,5,0.03603305785123967,1,0.3876146788990826,2,1.0,0
50,1.0,1,1.0,1,0.05012013261566959,0,0,1.0,20,11,0.0059504132231404955,5,0.0,0,,0
31,1.0,0,2.0,0,0.045972537281378775,1,0,1.0,2,2,0.0512396694214876,2,0.3119266055045872,1,0.0,0
40,3.0,1,2.0,0,0.22794324908390493,0,0,1.0,15,10,0.044297520661157025,1,0.15711009174311927,8,1.0,0
43,1.0,1,2.0,0,0.06365015234694836,1,0,1.0,19,11,0.33421487603305783,1,0.22821100917431192,2,1.0,1
39,4.0,1,2.0,0,0.055126776821787626,0,0,0.0,2,2,0.05884297520661157,1,0.0,0,,0
31,5.0,0,2.0,0,0.07073730553952295,0,0,1.0,4,2,0.03570247933884298,3,0.0,0,,0
48,4.0,1,1.0,0,0.0505630796902055,1,0,1.0,10,7,0.03636363636363636,1,0.0,0,,0
32,2.0,0,0.0,0,0.05630796902055006,0,1,1.0,29,7,0.02512396694214876,8,0.0,0,,0
47,0.0,1,0.0,0,0.04672420504422759,1,0,0.0,30,1,0.020495867768595043,1,0.2775229357798165,1,1.0,0
35,1.0,0,2.0,0,0.0540529657320036,1,0,1.0,26,8,0.04330578512396694,22,0.0,0,,0
42,1.0,0,2.0,0,0.04446920175568113,0,0,1.0,7,9,0.03140495867768595,1,0.0,0,,0
47,2.0,1,1.0,0,0.07126078844579267,0,0,,5,6,0.2502479338842975,2,0.0,0,,1
59,9.0,1,1.0,0,0.04665709185111609,0,0,1.0,24,7,0.15206611570247933,1,0.0,0,,0
38,6.0,1,1.0,0,0.08728741896081932,1,0,,20,6,0.005289256198347108,2,0.0,0,,0
50,0.0,1,1.0,0,0.06825411739439739,0,0,1.0,29,7,0.06677685950413223,4,0.0,0,,0
27,0.0,0,1.0,0,0.04244238332371378,0,0,1.0,8,7,0.09223140495867768,2,0.0,0,,0
55,8.0,1,0.0,0,0.044683963973637934,0,0,,20,6,0.019834710743801654,1,0.0,0,,0
39,0.0,0,1.0,0,0.13931356626085556,1,0,1.0,15,5,0.21917355371900826,3,0.4105504587155963,3,1.0,1
31,4.0,0,2.0,0,0.0505630796902055,0,0,1.0,4,2,0.0228099173553719,3,0.0,0,,0
37,5.0,1,2.0,0,0.10887102186547831,1,0,,20,5,0.05024793388429752,2,0.0,0,,0
28,4.0,0,1.0,1,0.04046925544623562,1,0,,3,6,0.1834710743801653,7,0.0,0,,0
42,4.0,1,1.0,0,0.050361740110870995,0,0,1.0,20,8,0.045950413223140495,2,0.0,0,,0
40,0.0,1,1.0,0,0.07033462638085394,1,0,,15,5,0.019173553719008266,1,0.0,0,,0
59,1.0,0,1.0,0,0.05347579227124468,1,1,1.0,29,1,0.07107438016528926,2,0.2981651376146789,5,0.0,0
40,0.0,0,1.0,0,0.04534167326613066,1,0,1.0,15,5,0.0036363636363636364,3,0.0,0,,0
43,4.0,1,1.0,0,0.031959302559697186,1,0,1.0,16,4,0.18611570247933884,1,0.0,0,,0
38,4.0,0,1.0,0,0.10307244198064455,1,0,1.0,29,7,0.060826446280991736,2,0.0,0,,0
54,9.0,1,0.0,0,0.04446920175568113,1,0,1.0,11,7,0.0512396694214876,2,0.0,0,,0
41,2.0,1,1.0,0,0.11024013100495296,1,0,0.0,31,7,0.038677685950413224,2,0.0,0,,0
55,8.0,1,0.0,0,0.057569697051046295,0,0,1.0,28,6,0.11272727272727273,1,0.10894495412844037,3,1.0,1
33,1.0,1,2.0,0,0.046455752271781586,0,0,,20,5,0.23570247933884297,1,0.0,0,,0
46,2.0,1,1.0,0,0.044536314948792635,0,0,1.0,18,8,0.022148760330578512,3,0.0,0,,0
36,1.0,1,1.0,0,0.04248265123958068,0,0,1.0,18,11,0.04628099173553719,2,0.0,0,,0
48,4.0,1,2.0,0,0.045985959920001075,0,1,1.0,22,7,0.011239669421487603,1,0.0,0,,0
42,1.0,1,1.0,0,0.043059824700339595,1,0,1.0,28,8,0.018512396694214877,2,0.0,0,,0
46,1.0,1,2.0,0,0.052844928255996564,0,0,1.0,17,9,0.10975206611570248,2,0.21100917431192662,2,2.0,1
49,4.0,1,1.0,1,0.021919168870216506,1,1,,27,6,0.02909090909090909,4,0.0,0,,0
36,2.0,1,1.0,0,0.03828136535080066,0,0,1.0,11,5,0.08264462809917356,2,0.4059633027522936,1,0.0,0
34,4.0,0,2.0,0,0.04640206171729239,1,1,1.0,14,10,0.03305785123966942,1,0.09862385321100918,19,0.0,0
51,5.0,1,2.0,0,0.044522892310170335,1,1,1.0,20,4,0.023140495867768594,5,0.0,0,,0
58,2.0,1,0.0,0,0.04861679708997195,0,0,1.0,19,8,0.05024793388429752,2,0.0,0,,0
48,1.0,1,2.0,0,0.056093206802593255,0,0,1.0,29,1,0.04694214876033058,2,0.0,0,,0
41,6.0,0,1.0,0,0.05816029315042751,1,0,,19,5,0.29024793388429754,1,0.0,0,,1
49,3.0,1,0.0,0,0.05103287204198601,1,0,,27,5,0.026446280991735537,4,0.0,0,,0
43,1.0,1,0.0,0,0.15409189138400828,1,0,,19,5,0.03636363636363636,2,0.0,0,,0
32,2.0,0,1.0,0,0.04104642890699454,0,1,,2,7,0.3150413223140496,3,0.0,0,,0
54,9.0,1,1.0,0,0.0937437081381458,0,0,,11,6,0.020826446280991735,3,0.0,0,,0
33,2.0,1,0.0,0,0.05300599991946417,1,0,1.0,9,7,0.0684297520661157,11,0.0,0,,0
35,4.0,1,1.0,0,0.04636179380142549,1,0,1.0,19,8,0.09752066115702479,2,0.0,0,,0
56,4.0,1,1.0,0,0.046482597549026186,1,1,1.0,11,5,0.03239669421487603,6,0.4013761467889908,1,0.0,0
57,4.0,1,1.0,0,0.055730795559791144,0,1,,5,5,0.07305785123966942,1,0.0,0,,0
31,8.0,0,0.0,0,0.40641065220601064,0,0,1.0,21,4,0.21487603305785125,2,0.0,0,,1
33,4.0,0,1.0,0,0.0540798110092482,1,0,1.0,14,5,0.07603305785123966,2,0.0,0,,0
29,4.0,0,2.0,0,0.07782445873209756,0,0,0.0,24,7,0.014545454545454545,6,0.0,0,,0
38,1.0,0,2.0,0,0.2462114602488557,1,0,1.0,13,5,0.05388429752066116,1,0.2006880733944954,7,1.0,0
37,6.0,1,1.0,0,0.19618528610354224,0,0,1.0,26,5,0.16396694214876034,2,0.0,0,,0
33,5.0,1,2.0,0,0.05245567173594985,0,0,1.0,7,8,0.0059504132231404955,2,0.0,0,,0
30,1.0,0,2.0,0,0.3043046402061717,0,0,1.0,19,11,0.08396694214876033,2,0.0,0,,0
31,3.0,0,1.0,0,0.04719399739600811,0,1,1.0,19,11,0.0571900826446281,1,0.0,0,,0
28,4.0,0,2.0,0,0.0469255446235621,1,1,,28,5,0.019173553719008266,2,0.0,0,,0
26,6.0,0,1.0,0,0.047891974604367726,0,0,1.0,30,4,0.1497520661157025,1,0.09288990825688073,1,2.0,1
31,4.0,0,1.0,0,0.04583831089515577,1,0,0.0,17,4,0.15074380165289256,2,0.3967889908256881,2,0.0,0
50,8.0,1,0.0,0,0.04573092978617737,1,0,1.0,22,7,0.05950413223140496,4,0.0,0,,0
45,5.0,1,0.0,0,0.04524771479577455,1,0,0.0,13,5,0.03801652892561983,3,0.42660550458715596,3,0.0,0
48,1.0,1,0.0,0,0.05260332076079516,0,0,1.0,5,3,0.024132231404958678,6,0.0,0,,0
41,4.0,1,1.0,0,0.04446920175568113,0,1,1.0,23,7,0.03404958677685951,1,0.0,0,,0
60,4.0,1,0.0,0,0.04534167326613066,1,0,,9,5,0.3385123966942149,2,0.0,0,,1
41,2.0,1,1.0,0,0.049006053610018654,1,0,,14,5,0.02743801652892562,1,0.0,0,,0
43,2.0,1,0.0,0,0.054630139192762515,1,0,,9,5,0.1028099173553719,4,0.0,0,,0
36,1.0,1,2.0,0,0.16888363914578328,1,1,1.0,19,11,0.03404958677685951,2,0.0,0,,0
40,2.0,1,0.0,0,0.06065690393417538,0,1,0.0,16,7,0.06512396694214877,5,0.0,0,,0
28,1.0,0,2.0,0,0.05630796902055006,0,1,1.0,29,1,0.02975206611570248,1,0.23623853211009174,2,0.0,0
27,7.0,0,2.0,0,0.1154883827062724,0,0,1.0,12,11,0.06214876033057851,2,0.10665137614678899,2,0.0,1
49,1.0,0,1.0,0,0.04528798271164145,1,0,1.0,29,1,0.05983471074380165,2,0.28325688073394495,1,0.0,0
37,4.0,1,2.0,0,0.04446920175568113,1,0,1.0,17,11,0.024132231404958678,1,0.0,0,,0
31,2.0,1,1.0,0,0.06335485429725775,1,0,1.0,6,5,0.0456198347107438,3,0.0,0,,0
31,4.0,0,1.0,1,0.04480476772123864,0,0,1.0,2,2,0.12462809917355372,1,0.0,0,,0
31,2.0,1,1.0,0,0.06264345445027583,1,1,1.0,17,11,0.07206611570247934,2,0.0,0,,0
35,2.0,1,0.0,0,0.055113354183165326,1,0,1.0,17,4,0.03371900826446281,1,0.0,0,,0
51,2.0,1,,0,0.18254788526328505,1,0,,29,5,0.037355371900826446,1,0.0,0,,0
33,4.0,0,1.0,0,0.11473671494342358,0,0,1.0,7,8,0.020826446280991735,3,0.0,0,,0
30,4.0,0,2.0,0,0.044509469671548035,1,0,1.0,6,5,0.013553719008264463,2,0.19495412844036697,2,0.0,0
58,4.0,0,1.0,0,0.049959060952201984,0,1,1.0,14,7,0.2112396694214876,2,0.0,0,,0
34,6.0,1,2.0,0,0.04493899410746165,1,0,1.0,15,10,0.023801652892561982,1,0.08027522935779817,2,0.0,0
45,1.0,1,2.0,0,0.038308210628045264,0,0,1.0,21,8,0.16661157024793388,6,0.0,0,,0
28,0.0,0,1.0,0,0.0471268842028966,0,0,1.0,5,7,0.040991735537190085,2,0.0,0,,1
31,2.0,1,0.0,0,0.04579804297928887,1,0,1.0,17,4,0.062479338842975206,2,0.3704128440366973,1,1.0,0
40,1.0,1,2.0,0,0.04527456007301915,0,0,,16,6,0.05553719008264463,6,0.0,0,,0
30,0.0,0,1.0,0,0.09124709735439793,0,0,1.0,2,2,0.0456198347107438,2,0.0,0,,0
34,5.0,1,1.0,0,0.04260345498718138,1,1,,27,5,0.16132231404958677,2,0.0,0,,0
40,2.0,1,1.0,0,0.05724755372411108,0,1,,12,6,0.04495867768595041,1,0.0,0,,0
59,9.0,1,0.0,0,0.06362330706970376,0,0,,18,6,0.04495867768595041,2,0.0,0,,0
43,4.0,0,2.0,0,0.05812002523456061,1,0,,19,5,0.08363636363636363,2,0.0,0,,0
41,1.0,1,2.0,0,0.044079945235634424,0,0,1.0,29,1,0.012231404958677685,2,0.30619266055045874,2,0.0,0
33,4.0,1,1.0,0,0.044590005503281835,0,0,1.0,21,8,0.0287603305785124,2,0.0,0,,0
33,1.0,1,1.0,0,0.09869666178977464,1,0,1.0,20,4,0.04231404958677686,2,0.0,0,,0
36,2.0,1,1.0,0,0.044643696057771035,0,0,,3,6,0.09256198347107437,1,0.0,0,,0
32,3.0,0,1.0,0,0.0613683037811573,0,0,1.0,25,7,0.05950413223140496,2,0.0,0,,0
25,6.0,1,1.0,0,0.04471080925088254,1,0,1.0,18,7,0.07305785123966942,1,0.0,0,,0
25,2.0,1,1.0,0,0.04344908122038631,1,0,,12,5,0.07834710743801652,3,0.0,0,,0
38,4.0,0,2.0,0,0.047435604891209515,0,0,1.0,20,8,0.024793388429752067,3,0.0,0,,0
34,1.0,1,2.0,0,0.04629468060831398,1,0,1.0,22,4,0.05024793388429752,1,0.0,0,,0
67,2.0,1,1.0,0,0.26396961114615913,0,0,1.0,27,10,0.07239669421487603,2,0.0,0,,0
32,2.0,1,1.0,0,0.043623575522476206,1,0,,30,5,0.06413223140495868,1,0.0,0,,0
45,8.0,1,0.0,0,0.14316586354545577,0,0,1.0,13,8,0.17586776859504133,2,0.0,0,,0
33,2.0,1,0.0,0,0.051328170091676624,1,0,,21,5,0.09917355371900827,2,0.0,0,,0
38,6.0,1,0.0,0,0.09699198668474249,1,0,1.0,20,4,0.06347107438016529,2,0.3623853211009174,2,0.0,0
32,4.0,1,1.0,0,0.05919383632434464,1,0,,12,5,0.0971900826446281,2,0.0,0,,0
54,9.0,1,2.0,0,0.126374142628958,1,1,,21,5,0.027107438016528925,6,0.0,0,,0
51,6.0,1,1.0,0,0.04903289888726326,1,0,,8,5,0.060165289256198344,1,0.0,0,,0
42,2.0,1,0.0,0,0.04287190775962739,1,0,1.0,22,7,0.05388429752066116,3,0.0,0,,0
41,6.0,1,1.0,0,0.08464315915222614,1,0,1.0,22,7,0.006611570247933884,12,0.0,0,,0
39,1.0,1,2.0,0,0.09245513483040496,0,1,1.0,18,8,0.023140495867768594,3,0.0,0,,0
38,2.0,1,1.0,0,0.049314774298331567,1,0,,11,6,0.19735537190082644,1,0.0,0,,0
39,1.0,1,1.0,0,0.05885827035878713,1,0,,27,5,0.3847933884297521,2,0.0,0,,0
46,2.0,1,0.0,0,0.08344854431484142,0,0,1.0,20,4,0.09024793388429753,2,0.0,0,,0
50,5.0,1,2.0,0,0.06849572488959879,0,1,1.0,6,2,0.24595041322314048,3,0.0,0,,0
33,2.0,1,1.0,0,0.04562354867719896,1,0,,19,5,0.11900826446280992,1,0.0,0,,0
37,4.0,1,1.0,0,0.06638837062589764,1,0,,19,5,0.0743801652892562,3,0.0,0,,0
31,1.0,1,2.0,0,0.15603817398424183,0,0,1.0,29,8,0.012892561983471074,13,0.0,0,,0
34,2.0,1,,0,0.0467778955987168,0,0,1.0,15,6,0.0571900826446281,1,0.0,0,,1
34,1.0,1,2.0,0,0.04446920175568113,1,0,1.0,7,8,0.08528925619834711,1,0.11467889908256881,2,2.0,1
36,1.0,1,2.0,0,0.047449027529831815,1,0,1.0,6,5,0.10347107438016528,1,0.19495412844036697,2,0.0,0
40,4.0,1,1.0,0,0.045932269365511876,0,0,,20,6,0.1315702479338843,22,0.0,0,,0
40,2.0,1,1.0,0,0.06394545039663897,0,0,1.0,1,6,0.1024793388429752,1,0.0,0,,1
41,4.0,1,1.0,0,0.05877773452705333,0,0,1.0,11,2,0.03471074380165289,3,0.0,0,,1
52,1.0,1,2.0,0,0.08692500771801721,0,0,1.0,25,8,0.0171900826446281,6,0.0,0,,0
40,0.0,0,1.0,0,0.05638850485228386,1,0,,12,5,0.05454545454545454,2,0.0,0,,0
48,2.0,0,,0,0.05021409108602569,1,0,1.0,18,5,0.040661157024793386,1,0.0,0,,0
33,1.0,1,1.0,0,0.04589200144964497,0,0,1.0,20,8,0.05652892561983471,3,0.0,0,,0
44,4.0,1,1.0,0,0.04446920175568113,0,0,1.0,12,8,0.0171900826446281,2,0.0,0,,0
55,1.0,1,2.0,0,0.057609964966913195,0,1,1.0,8,7,0.03933884297520661,1,0.0,0,,0
51,6.0,1,1.0,0,0.08020026576824472,0,0,0.0,28,1,0.047603305785123964,2,0.0,0,,0
34,1.0,0,2.0,0,0.045596703399954364,0,0,1.0,5,2,0.07504132231404959,1,0.0,0,,0
58,9.0,1,,0,0.12393122239969934,1,0,1.0,23,7,0.08297520661157025,1,0.0,0,,0
39,1.0,0,2.0,0,0.05542207487147824,1,0,1.0,27,8,0.01090909090909091,3,0.0,0,,0
27,0.0,0,1.0,0,0.08844176588233715,0,0,1.0,5,8,0.03371900826446281,1,0.12729357798165136,2,1.0,0
55,1.0,1,,0,0.044496047032925735,1,0,,19,5,0.030082644628099172,1,0.0,0,,0
35,4.0,0,1.0,0,0.04378464718594381,0,0,,2,7,0.04297520661157025,2,0.0,0,,0
37,4.0,0,2.0,0,0.08896524878860687,1,0,1.0,9,4,0.26975206611570246,2,0.0,0,,0
52,4.0,1,1.0,0,0.047100038925652,1,1,1.0,24,2,0.037024793388429754,1,0.31422018348623854,3,0.0,0
41,2.0,1,1.0,0,0.051878498275190935,1,0,1.0,12,5,0.15173553719008265,1,0.0,0,,0
52,6.0,1,1.0,0,0.0759721346022201,0,1,1.0,12,8,0.19801652892561983,3,0.0,0,,0
34,2.0,0,1.0,0,0.09444168534650542,1,0,,27,5,0.014214876033057851,5,0.0,0,,0
53,1.0,1,0.0,0,0.047891974604367726,0,0,1.0,19,11,0.04033057851239669,1,0.0,0,,0
33,1.0,0,2.0,0,0.0866565549455712,0,0,1.0,29,6,0.13785123966942148,2,0.0,0,,1
47,3.0,1,1.0,0,0.04446920175568113,0,0,,26,6,0.05619834710743802,8,0.0,0,,0
